"uid","scenario_id","t","routed_agent","route_reason","route_forced","route_invalid","routing_hit","is_decision_maker","valid_actions","executed_action","fact_id","invalid_reason","agent_response","agent_raw","insight","revealed_after"
"29","the_lead_investor_decision","1","A1","","0","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Peak Capital""}, ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1"", ""S2"", ""S3""]}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Peak Capital""}, ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1"", ""S2"", ""S3""]}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: []; justification_fact_ids: []. STILL OPEN: answer - Who can close the deal on time without unmanageable risk or hidden issues? NEXT: Identify the investor that can reliably close the deal within 12 hours.",""
"30","weather_sensor_deployment","0","A1","","0","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Alpha Ridge""}, ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Alpha Ridge""}, ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: UNKNOWN; justification_fact_ids: UNKNOWN. STILL OPEN: answer, credited_facts, justification_fact_ids. What is the correct site to install the sensor? What facts support this choice? What justification fact confirms the site's accessibility and support? NEXT: Confirm site accessibility and environmental stability.",""
"31","critical_vaccine_route","0","A2","","0","0","1","0","free|reveal","reveal","PF1","","Route B is under a sudden quarantine order after a suspected case of viral hemorrhagic fever at a midway checkpoint; no unauthorized transit is allowed for at least 48 hours.","{""action"": ""reveal"", ""fact_id"": ""PF1"", ""content"": ""Route B is under a sudden quarantine order after a suspected case of viral hemorrhagic fever at a midway checkpoint; no unauthorized transit is allowed for at least 48 hours.""}","SETTLED VALUES: answer: UNKNOWN; credited_facts: []; justification_fact_ids: []. STILL OPEN: answer. What is the safest route given current weather, road conditions, and quarantine restrictions? NEXT: Determine the safest route based on weather, road conditions, and historical reliability, considering the quarantine on Route B.","PF1"
"31","critical_vaccine_route","1","A1","","0","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Route A (Mountain Pass)""}, ""credited_facts"": [""S2"", ""S3"", ""PF1""], ""justification_fact_ids"": [""S2"", ""S3"", ""PF1""]}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Route A (Mountain Pass)""}, ""credited_facts"": [""S2"", ""S3"", ""PF1""], ""justification_fact_ids"": [""S2"", ""S3"", ""PF1""]}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: []; justification_fact_ids: []. STILL OPEN: answer. What is the safest route given current weather, road conditions, and quarantine restrictions? NEXT: Determine the safest route based on weather, road conditions, and historical reliability, considering the quarantine on Route B.","PF1"
"32","Critical Sample Transfer","0","A1","","0","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Lab Gemini"", ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}}","SETTLED VALUES: {'answer': 'UNKNOWN', 'credited_facts': ['UNKNOWN'], 'justification_fact_ids': ['UNKNOWN']}. STILL OPEN: answer, credited_facts, justification_fact_ids. What is the most critical factor for ensuring the sample is analyzed within six hours? NEXT: Determine which lab to select based on the revealed facts.",""
"32","Critical Sample Transfer","1","A1","","0","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Lab Gemini"", ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}}","SETTLED VALUES: {'answer': 'UNKNOWN', 'credited_facts': ['UNKNOWN'], 'justification_fact_ids': ['UNKNOWN']}. STILL OPEN: answer, credited_facts, justification_fact_ids. What is the most critical factor for ensuring the sample is analyzed within six hours? NEXT: Determine which lab to select based on the revealed facts.",""
"32","Critical Sample Transfer","2","A1","","0","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Lab Gemini"", ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Lab Gemini"", ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}}}}","SETTLED VALUES: {'answer': 'Lab Gemini', 'credited_facts': ['S1'], 'justification_fact_ids': ['S1']}. STILL OPEN: credited_facts, justification_fact_ids. What additional facts support S1? What facts support another lab? NEXT: Confirm lab capabilities and response times.",""
"33","Safe Haven After the Spill","0","A1","","0","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Maple Lodge""}, ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1"", ""S4""]}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Maple Lodge""}, ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1"", ""S4""]}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: UNKNOWN; justification_fact_ids: UNKNOWN. STILL OPEN: answer, credited_facts, justification_fact_ids. What is the safest location for chemical-related incidents? What facts support the choice of Maple Lodge, Pine Retreat, or Cedar Station? What information confirms the reliability of the route to each location? NEXT: Confirm the safety and accessibility of each location based on revealed facts.",""
"34","the_safe_shelter","0","A2","","0","0","1","0","free|reveal","reveal","PF1","","An energy company alert indicates that a fallen line is blocking the north-side exit, making Green House temporarily inaccessible by car. Repair crews estimate 4+ hours before road access returns.","{""action"": ""reveal"", ""fact_id"": ""PF1"", ""content"": ""An energy company alert indicates that a fallen line is blocking the north-side exit, making Green House temporarily inaccessible by car. Repair crews estimate 4+ hours before road access returns.""}","SETTLED VALUES: answer: UNKNOWN; credited_facts: [PF1]; justification_fact_ids: [PF1]. STILL OPEN: answer - Which shelter is safest for residents? NEXT: Determine the safest shelter based on current information.","PF1"
"34","the_safe_shelter","1","A1","","0","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Blue House""}, ""credited_facts"": [""S1"", ""S4""], ""justification_fact_ids"": [""S1"", ""S4""]}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Blue House""}, ""credited_facts"": [""S1"", ""S4""], ""justification_fact_ids"": [""S1"", ""S4""]}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: [PF1]; justification_fact_ids: [PF1]. STILL OPEN: answer - Which shelter is safest for residents? NEXT: Determine the safest shelter based on current information.","PF1"
"35","datacenter_emergency_migration","0","A1","","0","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Datacenter Beta"", ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}}","SETTLED VALUES: answer: UNKNOWN, credited_facts: UNKNOWN, justification_fact_ids: UNKNOWN. STILL OPEN: answer - which datacenter to choose; credited_facts - which facts to credit; justification_fact_ids - which facts to use for justification. NEXT: Determine which datacenter is safest based on current conditions and technical updates.",""
"35","datacenter_emergency_migration","1","A1","","0","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Datacenter Beta"", ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}}","SETTLED VALUES: answer: UNKNOWN, credited_facts: UNKNOWN, justification_fact_ids: UNKNOWN. STILL OPEN: answer - which datacenter to choose; credited_facts - which facts to credit; justification_fact_ids - which facts to use for justification. NEXT: Determine which datacenter is safest based on current conditions and technical updates.",""
"35","datacenter_emergency_migration","2","A1","","0","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Datacenter Beta"", ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}}","SETTLED VALUES: answer: UNKNOWN, credited_facts: UNKNOWN, justification_fact_ids: UNKNOWN. STILL OPEN: answer - which datacenter to choose; credited_facts - which facts to credit; justification_fact_ids - which facts to use for justification. NEXT: Determine which datacenter is safest based on current conditions and technical updates.",""
"35","datacenter_emergency_migration","3","A2","","0","0","1","0","free|reveal","reveal","PF1","","Datacenter Beta's recent upgrade involved new security software, and only yesterday a major vulnerability was discovered—which is not yet patched at Beta, but is patched everywhere else.","{""action"": ""reveal"", ""fact_id"": ""PF1"", ""content"": ""Datacenter Beta's recent upgrade involved new security software, and only yesterday a major vulnerability was discovered—which is not yet patched at Beta, but is patched everywhere else.""}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [PF1], justification_fact_ids: [PF1]. STILL OPEN: answer - which datacenter to choose; credited_facts - which facts to credit. NEXT: Determine which datacenter is safest based on current conditions and technical updates.","PF1"
"35","datacenter_emergency_migration","4","A3","","0","0","1","0","free|reveal","reveal","PF2","","Due to a national internet routing issue affecting the city's main ISP, Datacenter Beta faces possible external connectivity problems for at least several more hours.","{""action"": ""reveal"", ""fact_id"": ""PF2"", ""content"": ""Due to a national internet routing issue affecting the city's main ISP, Datacenter Beta faces possible external connectivity problems for at least several more hours.""}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [PF1], justification_fact_ids: [PF1]. STILL OPEN: answer - which datacenter to choose; credited_facts - which facts to credit. NEXT: Determine which datacenter is safest based on current conditions and technical updates.","PF1|PF2"
"35","datacenter_emergency_migration","5","A4","","0","0","1","0","free|reveal","reveal","PF3","","Datacenter Alpha's main power feed was cut by the fire near our main site, and it is currently running only on backup generators with a maximum of 12 hours' capacity left.","{""action"": ""reveal"", ""fact_id"": ""PF3"", ""content"": ""Datacenter Alpha's main power feed was cut by the fire near our main site, and it is currently running only on backup generators with a maximum of 12 hours' capacity left.""}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [PF1], justification_fact_ids: [PF1]. STILL OPEN: answer - which datacenter to choose; credited_facts - which facts to credit. NEXT: Determine which datacenter is safest based on current conditions and technical updates.","PF1|PF2|PF3"
"35","datacenter_emergency_migration","6","A5","","0","0","1","0","free|reveal","reveal","PF4","","Gamma's flood defenses have been inspected within the last week and confirmed fully operational; the actual flooding is minor and poses no threat to access or uptime.","{""action"": ""reveal"", ""fact_id"": ""PF4"", ""content"": ""Gamma's flood defenses have been inspected within the last week and confirmed fully operational; the actual flooding is minor and poses no threat to access or uptime.""}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [PF1, PF2, PF3, PF4], justification_fact_ids: [PF1]. STILL OPEN: answer - which datacenter to choose; credited_facts - which facts to credit. NEXT: Determine which datacenter is safest based on current conditions and technical updates.","PF1|PF2|PF3|PF4"
"35","datacenter_emergency_migration","7","A1","record complete -> last call","1","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Datacenter Gamma"", ""credited_facts"": [""S1"", ""S3"", ""PF4""], ""justification_fact_ids"": [""PF4""]}}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Datacenter Gamma"", ""credited_facts"": [""S1"", ""S3"", ""PF4""], ""justification_fact_ids"": [""PF4""]}}}}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [PF1, PF2, PF3, PF4], justification_fact_ids: [PF1]. STILL OPEN: answer - which datacenter to choose; credited_facts - which facts to credit. NEXT: Determine which datacenter is safest based on current conditions and technical updates.","PF1|PF2|PF3|PF4"
"36","emergency_warehouse_selection","0","A1","","0","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Central Depot"", ""credited_facts"": [""S1"", ""S4""], ""justification_fact_ids"": [""S1"", ""S4""]}}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Central Depot"", ""credited_facts"": [""S1"", ""S4""], ""justification_fact_ids"": [""S1"", ""S4""]}}}

{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Central Depot"", ""credited_facts"": [""S1"", ""S4""], ""justification_fact_ids"": [""S1"", ""S4""]}}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: UNKNOWN; justification_fact_ids: UNKNOWN. STILL OPEN: answer, credited_facts, justification_fact_ids. What is the best warehouse for distribution? What facts support this choice? What is the most critical factor for decision-making? NEXT: Confirm warehouse capabilities and storm impact assessments.",""
"37","storm_recovery_clinic_site_selection","0","A1","","0","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Site D (Library)"", ""credited_facts"": [""S4""], ""justification_fact_ids"": [""S4""]}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: UNKNOWN; justification_fact_ids: UNKNOWN. STILL OPEN: answer, credited_facts, justification_fact_ids. What is the best location for the clinic? What unique facts do participants have about each site? What criteria are most important for a safe and efficient clinic? NEXT: Confirm all unique local intel and finalize criteria.",""
"37","storm_recovery_clinic_site_selection","1","A2","","0","0","1","0","free|reveal","reveal","PF1","","The only bridge that ambulances can use to access Site D was damaged in the storm—emergency vehicles cannot reach the library at this time.","{""action"": ""reveal"", ""fact_id"": ""PF1"", ""content"": ""The only bridge that ambulances can use to access Site D was damaged in the storm—emergency vehicles cannot reach the library at this time.""}","SETTLED VALUES: answer: UNKNOWN; credited_facts: [PF1]; justification_fact_ids: [PF1]. STILL OPEN: answer. What is the best location for the clinic? NEXT: Confirm all unique local intel and finalize criteria.","PF1"
"37","storm_recovery_clinic_site_selection","2","A3","","0","0","1","0","free|reveal","reveal","PF2","","At Site B, despite having power, mold was found in the lower level, and several people got sick after only an hour there.","{""action"": ""reveal"", ""fact_id"": ""PF2"", ""content"": ""At Site B, despite having power, mold was found in the lower level, and several people got sick after only an hour there.""}","SETTLED VALUES: answer: UNKNOWN; credited_facts: [PF1]; justification_fact_ids: [PF1]. STILL OPEN: answer. What is the best location for the clinic? NEXT: Confirm all unique local intel and finalize criteria.","PF1|PF2"
"37","storm_recovery_clinic_site_selection","3","A4","","0","0","1","0","free|reveal","reveal","PF3","","Structural engineers have identified new cracks in a load-bearing wall of Site B; they say a collapse is possible if the weight on the upper floor increases sharply.","{""action"": ""reveal"", ""fact_id"": ""PF3"", ""content"": ""Structural engineers have identified new cracks in a load-bearing wall of Site B; they say a collapse is possible if the weight on the upper floor increases sharply.""}","SETTLED VALUES: answer: UNKNOWN; credited_facts: [PF1]; justification_fact_ids: [PF1]. STILL OPEN: answer. What is the best location for the clinic? NEXT: Confirm all unique local intel and finalize criteria.","PF1|PF2|PF3"
"37","storm_recovery_clinic_site_selection","4","A5","","0","0","1","0","free|reveal","reveal","PF4","","The river upstream from Site A is still rising rapidly, and flood warnings for that field have been issued for the next 24 hours.","{""action"": ""reveal"", ""fact_id"": ""PF4"", ""content"": ""The river upstream from Site A is still rising rapidly, and flood warnings for that field have been issued for the next 24 hours.""}","SETTLED VALUES: answer: UNKNOWN; credited_facts: [PF1]; justification_fact_ids: [PF1]. STILL OPEN: answer. What is the best location for the clinic? NEXT: Confirm all unique local intel and finalize criteria.","PF1|PF2|PF3|PF4"
"37","storm_recovery_clinic_site_selection","5","A1","record complete -> last call","1","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Site C"", ""credited_facts"": [""S3""], ""justification_fact_ids"": [""PF1"", ""PF2"", ""PF3"", ""PF4""]}}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Site C"", ""credited_facts"": [""S3""], ""justification_fact_ids"": [""PF1"", ""PF2"", ""PF3"", ""PF4""]}}}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: [PF1]; justification_fact_ids: [PF1]. STILL OPEN: answer. What is the best location for the clinic? NEXT: Confirm all unique local intel and finalize criteria.","PF1|PF2|PF3|PF4"
"38","emergency_aircraft_landing_site","0","A1","","0","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""LZ Bravo"", ""credited_facts"": [""S1"", ""S2""], ""justification_fact_ids"": [""S1"", ""S2""]}}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""LZ Bravo"", ""credited_facts"": [""S1"", ""S2""], ""justification_fact_ids"": [""S1"", ""S2""]}}}","SETTLED VALUES: {'answer': 'LZ Bravo', 'credited_facts': ['S1', 'S2'], 'justification_fact_ids': ['S1', 'S2']}. STILL OPEN: credited_facts - Which other facts support LZ Bravo? justification_fact_ids - Why is LZ Bravo the safest? NEXT: Confirm if other zones have critical risks not mentioned.",""
"39","emergency_hospital_transfer","0","A1","","0","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Riverbend Medical Center""}, ""credited_facts"": [""S2""], ""justification_fact_ids"": [""S2""]}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Riverbend Medical Center""}, ""credited_facts"": [""S2""], ""justification_fact_ids"": [""S2""]}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: UNKNOWN; justification_fact_ids: UNKNOWN. STILL OPEN: answer, which hospital to drive to? credited_facts, which has available ICU beds? justification_fact_ids, which specializes in trauma cases? NEXT: confirm traffic conditions and hospital availability.",""
"40","Space Evacuation Decision","0","A1","","0","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Orion Station""}, ""credited_facts"": [""S1"", ""S4""], ""justification_fact_ids"": [""S1"", ""S4""]}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Orion Station""}, ""credited_facts"": [""S1"", ""S4""], ""justification_fact_ids"": [""S1"", ""S4""]}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: []; justification_fact_ids: []. STILL OPEN: answer. What is the safest and most feasible evacuation location given the solar storm threat and resource constraints? NEXT: Determine the safest and most feasible evacuation location based on current information.",""
"41","safe_haven_decision","0","A1","","0","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Riverside Shelter""}, ""credited_facts"": [""S1"", ""S4""], ""justification_fact_ids"": [""S1"", ""S4""]}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Riverside Shelter""}, ""credited_facts"": [""S1"", ""S4""], ""justification_fact_ids"": [""S1"", ""S4""]}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: []; justification_fact_ids: []. STILL OPEN: answer. What is the safest shelter given the shifting winds and uncertain fuel status at Eagle Ridge Lodge? NEXT: Confirm shelter access routes and backup power status.",""
"42","The Artifact Delivery","0","A1","","0","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Aurora Station"", ""credited_facts"": [""S1"", ""S4""], ""justification_fact_ids"": [""S1"", ""S4""]}}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [], justification_fact_ids: []. STILL OPEN: answer - which facility meets the precise criteria? credited_facts - which fact supports the chosen location? justification_fact_ids - which fact validates the decision? NEXT: Confirm artifact delivery criteria and verify facility readiness.",""
"42","The Artifact Delivery","1","A1","","0","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Aurora Station"", ""credited_facts"": [""S1"", ""S4""], ""justification_fact_ids"": [""S1"", ""S4""]}}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Aurora Station"", ""credited_facts"": [""S1"", ""S4""], ""justification_fact_ids"": [""S1"", ""S4""]}}}}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [], justification_fact_ids: []. STILL OPEN: answer - which facility meets the precise criteria? credited_facts - which fact supports the chosen location? justification_fact_ids - which fact validates the decision? NEXT: Confirm artifact delivery criteria and verify facility readiness.",""
"43","Choosing the Safe Offsite Venue","0","A1","","0","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Riverside Conference Center""}, ""credited_facts"": [""S2"", ""S4""], ""justification_fact_ids"": [""S2"", ""S4""]}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Riverside Conference Center""}, ""credited_facts"": [""S2"", ""S4""], ""justification_fact_ids"": [""S2"", ""S4""]}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: UNKNOWN; justification_fact_ids: UNKNOWN. STILL OPEN: answer, credited_facts, justification_fact_ids. What is the best venue considering transport reliability and service continuity? What facts determine the most reliable venue? What information is needed to finalize the decision?",""
"44","Safe Lab Choice After Earthquake","0","A2","","0","0","1","0","free|reveal","reveal","PF1","","Structural engineers found a major crack in a supporting beam underneath Beta’s floor that worsened since initial inspections—unexpected aftershocks are expected within the next 24 hours.","{""action"": ""reveal"", ""fact_id"": ""PF1"", ""content"": ""Structural engineers found a major crack in a supporting beam underneath Beta’s floor that worsened since initial inspections—unexpected aftershocks are expected within the next 24 hours.""}","SETTLED VALUES: answer: UNKNOWN; credited_facts: []; justification_fact_ids: []. STILL OPEN: answer - Which lab is safest and operational?; credited_facts - Which facts support the chosen lab?; justification_fact_ids - Which facts justify the chosen lab? NEXT: Determine which lab is safest and operational based on current information.","PF1"
"44","Safe Lab Choice After Earthquake","1","A1","","0","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Lab Gamma"", ""credited_facts"": [""S4"", ""S3""], ""justification_fact_ids"": [""S4"", ""S3""]}}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Lab Gamma"", ""credited_facts"": [""S4"", ""S3""], ""justification_fact_ids"": [""S4"", ""S3""]}}}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: []; justification_fact_ids: []. STILL OPEN: answer - Which lab is safest and operational?; credited_facts - Which facts support the chosen lab?; justification_fact_ids - Which facts justify the chosen lab? NEXT: Determine which lab is safest and operational based on current information.","PF1"
"45","emergency_evacuation_center_choice","0","A1","","0","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Hillside Community Center""}, ""credited_facts"": [""S2"", ""S5""], ""justification_fact_ids"": [""S2"", ""S5""]}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Hillside Community Center""}, ""credited_facts"": [""S2"", ""S5""], ""justification_fact_ids"": [""S2"", ""S5""]}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: []; justification_fact_ids: []. STILL OPEN: answer. What is the safest center considering flood risk and emergency preparedness? NEXT: Determine the safest center based on flood risk and emergency preparedness.",""
"46","Find the Missing Prototype","0","A1","","0","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Storage Room"", ""credited_facts"": [""S1"", ""S3""], ""justification_fact_ids"": [""S1"", ""S3""]}}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Storage Room"", ""credited_facts"": [""S1"", ""S3""], ""justification_fact_ids"": [""S1"", ""S3""]}}}","SETTLED VALUES: {'answer': 'Storage Room'}, {'credited_facts': ['S1', 'S3']}, {'justification_fact_ids': ['S1', 'S3']}
STILL OPEN: 'justification_fact_ids' - What evidence supports the choice of Storage Room?
NEXT: Confirm the prototype's last known location and verify access to the Storage Room.",""
"47","missing_lab_sample","0","A2","","0","0","1","0","free|reveal","reveal","PF1","","A maintenance worker reported that the door sensor on Cold Storage B has been malfunctioning all week and frequently gives false open/close readings.","{""action"": ""reveal"", ""fact_id"": ""PF1"", ""content"": ""A maintenance worker reported that the door sensor on Cold Storage B has been malfunctioning all week and frequently gives false open/close readings.""}","SETTLED VALUES: answer: UNKNOWN; credited_facts: UNKNOWN; justification_fact_ids: UNKNOWN. STILL OPEN: answer - Where is the sample located?; credited_facts - Which fact supports the answer?; justification_fact_ids - Which fact explains the answer? NEXT: Identify the most likely location based on the technician's behavior and temperature sensor data.","PF1"
"47","missing_lab_sample","1","A3","","0","0","1","0","free|reveal","reveal","PF2","","The Decontamination Room's cleaning log shows an unexpected cleaning occurred after midnight, but the supervisor noted it as a routine wipe-down only for dust.","{""action"": ""reveal"", ""fact_id"": ""PF2"", ""content"": ""The Decontamination Room's cleaning log shows an unexpected cleaning occurred after midnight, but the supervisor noted it as a routine wipe-down only for dust.""}","SETTLED VALUES: answer: UNKNOWN; credited_facts: UNKNOWN; justification_fact_ids: UNKNOWN. STILL OPEN: answer - Where is the sample located?; credited_facts - Which fact supports the answer?; justification_fact_ids - Which fact explains the answer? NEXT: Identify the most likely location based on the technician's behavior and temperature sensor data.","PF1|PF2"
"47","missing_lab_sample","2","A4","","0","0","1","0","free|reveal","reveal","PF3","","Another researcher was working in Cold Storage B late last night and saw no unlogged vials left when he locked up after midnight.","{""action"": ""reveal"", ""fact_id"": ""PF3"", ""content"": ""Another researcher was working in Cold Storage B late last night and saw no unlogged vials left when he locked up after midnight.""}","SETTLED VALUES: answer: UNKNOWN; credited_facts: [PF1, PF2, PF3]; justification_fact_ids: [PF3]. STILL OPEN: answer - Where is the sample located?; NEXT: Identify the most likely location based on the technician's behavior and temperature sensor data.","PF1|PF2|PF3"
"47","missing_lab_sample","3","A5","","0","0","1","0","free|reveal","reveal","PF4","","The technician received an urgent phone call just after finishing her task and was seen heading rapidly toward Lab 2.","{""action"": ""reveal"", ""fact_id"": ""PF4"", ""content"": ""The technician received an urgent phone call just after finishing her task and was seen heading rapidly toward Lab 2.""}","SETTLED VALUES: answer: UNKNOWN; credited_facts: [PF1, PF2, PF3]; justification_fact_ids: [PF3]. STILL OPEN: answer - Where is the sample located?; NEXT: Identify the most likely location based on the technician's behavior and temperature sensor data.","PF1|PF2|PF3|PF4"
"47","missing_lab_sample","4","A1","record complete -> last call","1","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Lab 2 Bench"", ""credited_facts"": [""PF4"", ""S1"", ""S2""], ""justification_fact_ids"": [""PF4""]}}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Lab 2 Bench"", ""credited_facts"": [""PF4"", ""S1"", ""S2""], ""justification_fact_ids"": [""PF4""]}}}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: [PF1, PF2, PF3]; justification_fact_ids: [PF3]. STILL OPEN: answer - Where is the sample located?; NEXT: Identify the most likely location based on the technician's behavior and temperature sensor data.","PF1|PF2|PF3|PF4"
"48","choosing_the_safe_field_station","0","A1","","0","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Riverside Station""}, ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Riverside Station""}, ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: []; justification_fact_ids: []. STILL OPEN: answer - Which station is reachable and safe for tonight? NEXT: Confirm the status of each station's accessibility and safety.",""
"49","secure_meeting_room_decision","0","A1","","0","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Conference Room Beta"", ""credited_facts"": [""S2""], ""justification_fact_ids"": [""S2""]}}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Conference Room Beta"", ""credited_facts"": [""S2""], ""justification_fact_ids"": [""S2""]}}}}","SETTLED VALUES: {'answer': 'UNKNOWN', 'credited_facts': ['UNKNOWN'], 'justification_fact_ids': ['UNKNOWN']}
STILL OPEN: answer - Which room meets all safety and security requirements? credited_facts - Which facts support the correct room? justification_fact_ids - Which facts justify the correct room?
NEXT: Confirm the security status of each room and resolve any uncertainties.",""
"50","emergency_supply_distribution","0","A1","","0","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Alpha Storage"", ""credited_facts"": [""S1"", ""S4""], ""justification_fact_ids"": [""S1"", ""S4""]}}","SETTLED VALUES: {'answer': 'UNKNOWN'}, {'credited_facts': ['UNKNOWN'], 'justification_fact_ids': ['UNKNOWN']}. STILL OPEN: answer - Which storage site currently has usable supplies? credited_facts - Which facts confirm backup system status? justification_fact_ids - Which facts support the decision to visit a specific site? NEXT: Determine which site has usable supplies and confirm backup system status.",""
